T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
2500.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.00804473019766,0.0,0.0,0.0,0.315977634901,0.0,0.0,0.0,0.0,0.0,0.0,7.75366487556e-101,0.0,4.84490075915e-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03691774312e-301,0.0,0.0,0.0
2550.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.00998030067822,0.0,0.0,0.0,0.315009849661,0.0,0.0,0.0,0.0,0.0,0.0,2.34398132556e-108,0.0,1.50938645429e-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05793550566e-301,0.0,0.0,0.0
2600.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0122806470937,0.0,0.0,0.0,0.313859676453,0.0,0.0,0.0,0.0,0.0,0.0,3.03806926581e-116,0.0,2.01239014809e-118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08291425752e-301,0.0,0.0,0.0
2650.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0149947507475,0.0,0.0,0.0,0.312502624626,0.0,0.0,0.0,0.0,0.0,0.0,1.65460174985e-124,0.0,1.12530813836e-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11238587154e-301,0.0,0.0,0.0
2700.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0181750992261,0.0,0.0,0.0,0.310912450387,0.0,0.0,0.0,0.0,0.0,0.0,3.71100330413e-133,0.0,2.58653806634e-135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14692029423e-301,0.0,0.0,0.0
2750.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0218775322951,0.0,0.0,0.0,0.309061233852,0.0,0.0,0.0,0.0,0.0,0.0,3.35919497645e-142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18712387239e-301,0.0,0.0,0.0
2800.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0261610076976,0.0,0.0,0.0,0.306919496151,0.0,0.0,0.0,0.0,0.0,0.0,1.20271680931e-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23363680993e-301,0.0,0.0,0.0
2850.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0310872677253,0.0,0.0,0.0,0.304456366137,0.0,0.0,0.0,0.0,0.0,0.0,1.66920033132e-161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28712954736e-301,0.0,0.0,0.0
2900.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0367203820125,0.0,0.0,0.0,0.301639808994,0.0,0.0,0.0,0.0,0.0,0.0,8.80029524123e-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34829779707e-301,0.0,0.0,0.0
2950.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0431261358453,0.0,0.0,0.0,0.298436932077,0.0,0.0,0.0,0.0,0.0,0.0,1.72723078206e-182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41785590117e-301,0.0,0.0,0.0
3000.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0503712267,0.0,0.0,0.0,0.29481438665,0.0,0.0,0.0,0.0,0.0,0.0,1.23674992013e-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49652810697e-301,0.0,0.0,0.0
3050.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0585222253853,0.0,0.0,0.0,0.290738887307,0.0,0.0,0.0,0.0,0.0,0.0,3.16591061212e-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58503728635e-301,0.0,0.0,0.0
3100.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.067644252951,0.0,0.0,0.0,0.286177873525,0.0,0.0,0.0,0.0,0.0,0.0,2.83922312981e-217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6840905687e-301,0.0,0.0,0.0
3150.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0777993224733,0.0,0.0,0.0,0.281100338763,0.0,0.0,0.0,0.0,0.0,0.0,8.7412705705e-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79436133485e-301,0.0,0.0,0.0
3200.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0890442972856,0.0,0.0,0.0,0.275477851357,0.0,0.0,0.0,0.0,0.0,0.0,9.05323907651e-243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91646704622e-301,0.0,0.0,0.0
3250.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.101428428192,0.0,0.0,0.0,0.269285785904,0.0,0.0,0.0,0.0,0.0,0.0,3.09070212875e-256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05094250207e-301,0.0,0.0,0.0
3300.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.114990454219,0.0,0.0,0.0,0.262504772891,0.0,0.0,0.0,0.0,0.0,0.0,3.40793615268e-270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19820835755e-301,0.0,0.0,0.0
3350.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.129755288761,0.0,0.0,0.0,0.255122355619,0.0,0.0,0.0,0.0,0.0,0.0,1.18919018104e-284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35853513953e-301,0.0,0.0,0.0
3400.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.145730368404,0.0,0.0,0.0,0.247134815798,0.0,0.0,0.0,0.0,0.0,0.0,1.28667044302e-299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53200359957e-301,0.0,0.0,0.0
3450.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.162901816407,0.0,0.0,0.0,0.238549091797,0.0,0.0,0.0,0.0,0.0,0.0,8.71846305444e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71846305444e-301,0.0,0.0,0.0
3500.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.181230664076,0.0,0.0,0.0,0.229384667962,0.0,0.0,0.0,0.0,0.0,0.0,8.91749035513e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91749035513e-301,0.0,0.0,0.0
3550.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.200649472318,0.0,0.0,0.0,0.219675263841,0.0,0.0,0.0,0.0,0.0,0.0,9.12835320132e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12835320132e-301,0.0,0.0,0.0
3600.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.221059786083,0.0,0.0,0.0,0.209470106958,0.0,0.0,0.0,0.0,0.0,0.0,9.34998250001e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34998250001e-301,0.0,0.0,0.0
3650.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.242330912025,0.0,0.0,0.0,0.198834543987,0.0,0.0,0.0,0.0,0.0,0.0,9.58095909249e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58095909249e-301,0.0,0.0,0.0
3700.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.264300505229,0.0,0.0,0.0,0.187849747385,0.0,0.0,0.0,0.0,0.0,0.0,9.81952012543e-301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81952012543e-301,0.0,0.0,0.0
3750.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.286777357228,0.0,0.0,0.0,0.176611321386,0.0,0.0,0.0,0.0,0.0,0.0,1.00635893251e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00635893251e-300,0.0,0.0,0.0
3800.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.309546580192,0.0,0.0,0.0,0.165226709904,0.0,0.0,0.0,0.0,0.0,0.0,1.03108332908e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03108332908e-300,0.0,0.0,0.0
3850.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.91773065455e-09,0.332377090394,8.75067587298e-09,4.84985457601e-11,0.0,0.153811450188,2.15576533683e-10,2.32063566014e-14,0.0,0.0,0.0,0.0,1.0558743045e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0558743045e-300,0.0,0.0,0.0
3900.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.23132595226e-08,0.355030950839,1.20999553245e-08,6.57375677343e-11,0.0,0.142484518219,2.79072886942e-10,3.11211012021e-14,0.0,0.0,0.0,0.0,1.0804734435e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0804734435e-300,0.0,0.0,0.0
3950.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.68348118888e-08,0.377273800239,1.65656329255e-08,8.79568987708e-11,0.0,0.131363091196,3.57176941313e-10,4.10792997582e-14,0.0,0.0,0.0,0.0,1.10462628196e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10462628196e-300,0.0,0.0,0.0
4000.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.27959809824e-08,0.398885366741,2.24601239679e-08,1.16224021381e-10,0.0,0.120557304889,4.5213444363e-10,5.34077770021e-14,0.0,0.0,0.0,0.0,1.12809363448e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12809363448e-300,0.0,0.0,0.0
4050.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.05797262096e-08,0.419668993258,3.0165221085e-08,1.51742881315e-10,0.0,0.110165487646,5.66316447163e-10,6.84411734009e-14,0.0,0.0,0.0,0.0,1.15066195846e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15066195846e-300,0.0,0.0,0.0
4100.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.06496853362e-08,0.439459225612,4.01434223649e-08,1.95857486338e-10,0.0,0.100270366322,7.02206974436e-10,8.65167594724e-14,0.0,0.0,0.0,0.0,1.17215159381e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17215159381e-300,0.0,0.0,0.0
4150.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.35628471073e-08,0.458126805422,5.29506145698e-08,2.50056039466e-10,0.0,0.090936569826,8.62396547636e-10,1.07970665588e-13,0.0,0.0,0.0,0.0,1.19242218467e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19242218467e-300,0.0,0.0,0.0
4200.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.99837659536e-08,0.475580799693,6.92502929188e-08,3.15976269823e-10,0.0,0.0822095643206,1.0495824405e-09,1.33135810525e-13,0.0,0.0,0.0,0.0,1.21137499186e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21137499186e-300,0.0,0.0,0.0
4250.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,9.07005086006e-08,0.491767995523,8.98295078739e-08,3.9541239687e-10,0.0,0.0741159558591,1.26657546517e-09,1.62341524351e-13,0.0,0.0,0.0,0.0,1.22895223572e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22895223572e-300,0.0,0.0,0.0
4300.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.16642518811e-07,0.506670009404,1.15616726355e-07,4.90323891097e-10,0.0,0.0666649357279,1.51631226163e-09,1.95914622257e-13,0.0,0.0,0.0,0.0,1.24513395717e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24513395717e-300,0.0,0.0,0.0
4350.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.48900574257e-07,0.520298754939,1.4770178284e-07,6.02845939781e-10,0.0,0.0598505465762,1.80187153889e-09,2.34181536045e-13,0.0,0.0,0.0,0.0,1.25993309639e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25993309639e-300,0.0,0.0,0.0
4400.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.88748993016e-07,0.532690970231,1.87358079268e-07,7.35301335956e-10,0.0,0.0536544187112,2.12649255502e-09,2.77471059655e-13,0.0,0.0,0.0,0.0,1.2733895503e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2733895503e-300,0.0,0.0,0.0
4450.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.37670230178e-07,0.543902448866,2.36067175447e-07,8.90213400887e-10,0.0,0.0480486545944,2.49359424936e-09,3.2611729442e-13,0.0,0.0,0.0,0.0,1.28556390828e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28556390828e-300,0.0,0.0,0.0
4500.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.97381990605e-07,0.554002488168,2.95545896824e-07,1.07031951856e-09,0.0,0.0429986047005,2.90679376195e-09,3.80462461115e-13,0.0,0.0,0.0,0.0,1.29653142374e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29653142374e-300,0.0,0.0,0.0
4550.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.69866972703e-07,0.563068908152,3.67776074997e-07,1.27858489132e-09,0.0,0.0384653580264,3.36992345609e-09,4.40859365769e-13,0.0,0.0,0.0,0.0,1.30637660549e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30637660549e-300,0.0,0.0,0.0
4600.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.57405350462e-07,0.571183839173,4.55037028386e-07,1.51821618772e-09,0.0,0.0344078482486,3.88704593738e-09,5.07673372289e-13,0.0,0.0,0.0,0.0,1.31518864379e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31518864379e-300,0.0,0.0,0.0
4650.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.62610095848e-07,0.578430347659,5.5994088508e-07,1.79267482697e-09,0.0,0.0307845408407,4.46246687857e-09,5.81283859959e-13,0.0,0.0,0.0,0.0,1.32305774642e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32305774642e-300,0.0,0.0,0.0
4700.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.88465239845e-07,0.584889875625,6.85470845981e-07,2.10568972041e-09,0.0,0.0275547132976,5.10074566995e-09,6.6208517757e-13,0.0,0.0,0.0,0.0,1.33007235848e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33007235848e-300,0.0,0.0,0.0
4750.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.38367167377e-07,0.590640411293,8.35022483148e-07,2.46126934814e-09,0.0,0.0246793698044,5.80670406494e-09,7.50487134406e-13,0.0,0.0,0.0,0.0,1.33631717603e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33631717603e-300,0.0,0.0,0.0
4800.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.01616903697e-06,0.595755278407,1.01244816394e-06,2.86371310021e-09,0.0,0.0221218465542,6.58543304132e-09,8.46915119418e-13,0.0,0.0,0.0,0.0,1.34187183162e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34187183162e-300,0.0,0.0,0.0
4850.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.2262284121e-06,0.600302424026,1.22210468761e-06,3.31762183731e-09,0.0,0.0198481678326,7.44229813911e-09,9.51809904019e-13,0.0,0.0,0.0,0.0,1.34681012107e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34681012107e-300,0.0,0.0,0.0
4900.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.47345818486e-06,0.604344090111,1.46890421463e-06,3.8279076524e-09,0.0,0.0178272101945,8.38294350235e-09,1.06562720706e-12,0.0,0.0,0.0,0.0,1.35119964702e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35119964702e-300,0.0,0.0,0.0
4950.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.76338086583e-06,0.607936767863,1.75836856265e-06,4.39980282241e-09,0.0,0.0160307252699,9.4132948327e-09,1.18883707898e-12,0.0,0.0,0.0,0.0,1.3551017695e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3551017695e-300,0.0,0.0,0.0
5000.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.10218630597e-06,0.611131350385,2.09668693443e-06,5.03886794724e-09,0.0,0.0144332634036,1.05395614176e-08,1.32192315788e-12,0.0,0.0,0.0,0.0,1.35857177194e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35857177194e-300,0.0,0.0,0.0
5050.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.4967929081e-06,0.613973416288,2.49077713537e-06,5.75099926967e-09,0.0,0.013012031822,1.17682373728e-08,1.46538182244e-12,0.0,0.0,0.0,0.0,1.36165916928e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36165916928e-300,0.0,0.0,0.0
5100.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.95491237365e-06,0.61650359237,2.94835032637e-06,6.54243517941e-09,0.0,0.011746713261,1.31061021788e-08,1.61972130671e-12,0.0,0.0,0.0,0.0,1.36440810205e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36440810205e-300,0.0,0.0,0.0
5150.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.48511802347e-06,0.61875795694,3.47797935023e-06,7.41976189188e-09,0.0,0.0106192642685,1.45602205943e-08,1.78546074515e-12,0.0,0.0,0.0,0.0,1.3668577745e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3668577745e-300,0.0,0.0,0.0
5200.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.09691671739e-06,0.62076845626,4.08917065684e-06,8.38991829996e-09,0.0,0.00961370694967,1.61379419834e-08,1.96312921339e-12,0.0,0.0,0.0,0.0,1.36904290706e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36904290706e-300,0.0,0.0,0.0
5250.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.80082438799e-06,0.622563315192,4.79243984216e-06,9.46019999238e-09,0.0,0.00871592360476,1.78468990862e-08,2.15326474672e-12,0.0,0.0,0.0,0.0,1.37099418251e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37099418251e-300,0.0,0.0,0.0
5300.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.608445192e-06,0.624167429761,5.5993908046e-06,1.06382624336e-08,0.0,0.00791346040756,1.96950062494e-08,2.35641335256e-12,0.0,0.0,0.0,0.0,1.37273867248e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37273867248e-300,0.0,0.0,0.0
